GroupID,IndID,group_size,transform_grandmc,similar,similarL1_groupmc,similarL2,tau_00,v0j,tau_01,tau_10,tau_11,v1j,gamma_00,u0j,gamma_01,gamma_10,gamma_11,u1j,LMX,sigma_i,e_ij,transform_c2
60,8,9,1.770351924,0.025852064,0.470806921,-0.444954858,-0.143841036,0.010599137,-0.15,-0.15,0.075,0.062688587,0,-0.386560118,0.559016994,0.559016994,-0.279508497,0.220427009,1.618391284,0.800812345,1.473511283,-0.229648076
60,9,9,1.770351924,-0.313680696,0.131274162,-0.444954858,-0.143841036,0.010599137,-0.15,-0.15,0.075,0.062688587,0,-0.386560118,0.559016994,0.559016994,-0.279508497,0.220427009,-1.043780097,0.788545251,-1.092023779,-0.229648076
61,1,6,-1.017175804,1.598871932,1.110060806,0.488811126,-0.143841036,0.039179619,-0.15,-0.15,0.075,-0.016482668,0,0.185866238,0.559016994,0.559016994,-0.279508497,0.005068639,1.73744301,0.707685201,0.707822272,-3.017175804
61,2,6,-1.017175804,-0.856624049,-1.345435175,0.488811126,-0.143841036,0.039179619,-0.15,-0.15,0.075,-0.016482668,0,0.185866238,0.559016994,0.559016994,-0.279508497,0.005068639,-0.041120362,1.284496662,1.012489201,-3.017175804
61,3,6,-1.017175804,1.688807347,1.199996221,0.488811126,-0.143841036,0.039179619,-0.15,-0.15,0.075,-0.016482668,0,0.185866238,0.559016994,0.559016994,-0.279508497,0.005068639,1.868546985,0.692401276,0.762625498,-3.017175804
61,4,6,-1.017175804,1.059933634,0.571122508,0.488811126,-0.143841036,0.039179619,-0.15,-0.15,0.075,-0.016482668,0,0.185866238,0.559016994,0.559016994,-0.279508497,0.005068639,0.702486057,0.80660806,0.13009783,-3.017175804
61,5,6,-1.017175804,1.002512676,0.51370155,0.488811126,-0.143841036,0.039179619,-0.15,-0.15,0.075,-0.016482668,0,0.185866238,0.559016994,0.559016994,-0.279508497,0.005068639,0.587804191,0.817931023,0.064131612,-3.017175804
61,6,6,-1.017175804,1.543322299,1.054511173,0.488811126,-0.143841036,0.039179619,-0.15,-0.15,0.075,-0.016482668,0,0.185866238,0.559016994,0.559016994,-0.279508497,0.005068639,1.257274182,0.717293568,0.27478147,-3.017175804
62,1,8,0.660234238,-0.547622067,0.066809108,-0.614431174,-0.143841036,-0.012242967,-0.15,-0.15,0.075,0.099472612,0,-0.088597235,0.559016994,0.559016994,-0.279508497,-0.124441889,0.044841863,0.87808646,0.219226519,-1.339765762
62,2,8,0.660234238,-0.316800782,0.297630393,-0.614431174,-0.143841036,-0.012242967,-0.15,-0.15,0.075,0.099472612,0,-0.088597235,0.559016994,0.559016994,-0.279508497,-0.124441889,-0.201405128,0.877881813,-0.084733647,-1.339765762
62,3,8,0.660234238,0.857042222,1.471473396,-0.614431174,-0.143841036,-0.012242967,-0.15,-0.15,0.075,0.099472612,0,-0.088597235,0.559016994,0.559016994,-0.279508497,-0.124441889,-0.621958651,0.876841814,-0.798787861,-1.339765762
62,4,8,0.660234238,-0.226039833,0.388391341,-0.614431174,-0.143841036,-0.012242967,-0.15,-0.15,0.075,0.099472612,0,-0.088597235,0.559016994,0.559016994,-0.279508497,-0.124441889,0.386042633,0.877801356,0.480020789,-1.339765762
62,5,8,0.660234238,-1.835297847,-1.220866672,-0.614431174,-0.143841036,-0.012242967,-0.15,-0.15,0.075,0.099472612,0,-0.088597235,0.559016994,0.559016994,-0.279508497,-0.124441889,-0.461441556,0.879228997,0.034905859,-1.339765762
62,6,8,0.660234238,-1.444568731,-0.830137557,-0.614431174,-0.143841036,-0.012242967,-0.15,-0.15,0.075,0.099472612,0,-0.088597235,0.559016994,0.559016994,-0.279508497,-0.124441889,-0.001000454,0.878882152,0.397651387,-1.339765762
62,7,8,0.660234238,0.375235292,0.989666466,-0.614431174,-0.143841036,-0.012242967,-0.15,-0.15,0.075,0.099472612,0,-0.088597235,0.559016994,0.559016994,-0.279508497,-0.124441889,1.000390702,0.877268535,0.944029617,-1.339765762
62,8,8,0.660234238,1.42568357,2.040114744,-0.614431174,-0.143841036,-0.012242967,-0.15,-0.15,0.075,0.099472612,0,-0.088597235,0.559016994,0.559016994,-0.279508497,-0.124441889,1.006167654,0.876338453,0.687158758,-1.339765762
63,1,7,-0.991877286,0.992575626,0.230941954,0.761633672,-0.143841036,-0.051281352,-0.15,-0.15,0.075,0.101349044,0,0.236746034,0.559016994,0.559016994,-0.279508497,0.03354424,-0.105471561,0.787733682,-0.606821717,-2.991877286
63,2,7,-0.991877286,0.562112281,-0.19952139,0.761633672,-0.143841036,-0.051281352,-0.15,-0.15,0.075,0.101349044,0,0.236746034,0.559016994,0.559016994,-0.279508497,0.03354424,-0.193499455,0.830580647,-0.320432867,-2.991877286
63,3,7,-0.991877286,1.394015717,0.632382045,0.761633672,-0.143841036,-0.051281352,-0.15,-0.15,0.075,0.101349044,0,0.236746034,0.559016994,0.559016994,-0.279508497,0.03354424,1.586274384,0.749769761,0.735751892,-2.991877286
63,4,7,-0.991877286,1.091894265,0.330260593,0.761633672,-0.143841036,-0.051281352,-0.15,-0.15,0.075,0.101349044,0,0.236746034,0.559016994,0.559016994,-0.279508497,0.03354424,-0.328431549,0.778165889,-0.916168993,-2.991877286
63,5,7,-0.991877286,0.415436207,-0.346197465,0.761633672,-0.143841036,-0.051281352,-0.15,-0.15,0.075,0.101349044,0,0.236746034,0.559016994,0.559016994,-0.279508497,0.03354424,0.12162978,0.845706448,0.122275124,-2.991877286
63,6,7,-0.991877286,0.71385517,-0.047778502,0.761633672,-0.143841036,-0.051281352,-0.15,-0.15,0.075,0.101349044,0,0.236746034,0.559016994,0.559016994,-0.279508497,0.03354424,0.47699588,0.815216987,0.2180766,-2.991877286
63,7,7,-0.991877286,0.725968943,-0.035664729,0.761633672,-0.143841036,-0.051281352,-0.15,-0.15,0.075,0.101349044,0,0.236746034,0.559016994,0.559016994,-0.279508497,0.03354424,0.671375142,0.814002811,0.40191931,-2.991877286
64,1,6,0.458589333,-1.066679359,-0.021262364,-1.045416995,-0.143841036,-0.031363883,-0.15,-0.15,0.075,0.068675959,0,0.205593957,0.559016994,0.559016994,-0.279508497,0.011807558,-0.950052847,0.938705516,-0.729214366,-1.541410667
64,2,6,0.458589333,-0.548487512,0.496929483,-1.045416995,-0.143841036,-0.031363883,-0.15,-0.15,0.075,0.068675959,0,0.205593957,0.559016994,0.559016994,-0.279508497,0.011807558,0.79965078,0.916152792,0.791114263,-1.541410667
64,3,6,0.458589333,-0.829708761,0.215708234,-1.045416995,-0.143841036,-0.031363883,-0.15,-0.15,0.075,0.068675959,0,0.205593957,0.559016994,0.559016994,-0.279508497,0.011807558,-0.185378006,0.928324012,-0.069433361,-1.541410667
64,4,6,0.458589333,-2.629207515,-1.58379052,-1.045416995,-0.143841036,-0.031363883,-0.15,-0.15,0.075,0.068675959,0,0.205593957,0.559016994,0.559016994,-0.279508497,0.011807558,-1.187921532,1.010126665,-0.275437874,-1.541410667
64,5,6,0.458589333,0.173546614,1.218963609,-1.045416995,-0.143841036,-0.031363883,-0.15,-0.15,0.075,0.068675959,0,0.205593957,0.559016994,0.559016994,-0.279508497,0.011807558,-0.126522194,0.885629071,-0.454663461,-1.541410667
64,6,6,0.458589333,-1.269784669,-0.224367674,-1.045416995,-0.143841036,-0.031363883,-0.15,-0.15,0.075,0.068675959,0,0.205593957,0.559016994,0.559016994,-0.279508497,0.011807558,0.107864511,0.947695753,0.418606528,-1.541410667
65,1,7,-0.433533102,-1.802889263,-1.722770028,-0.080119235,-0.143841036,-0.024081015,-0.15,-0.15,0.075,0.09318232,0,-0.307272724,0.559016994,0.559016994,-0.279508497,-0.114522042,-1.170205331,1.042215544,0.314616271,-2.433533102
65,2,7,-0.433533102,0.929560607,1.009679842,-0.080119235,-0.143841036,-0.024081015,-0.15,-0.15,0.075,0.09318232,0,-0.307272724,0.559016994,0.559016994,-0.279508497,-0.114522042,0.964174794,0.816483769,0.903328369,-2.433533102
65,3,7,-0.433533102,-0.873807251,-0.793688016,-0.080119235,-0.143841036,-0.024081015,-0.15,-0.15,0.075,0.09318232,0,-0.307272724,0.559016994,0.559016994,-0.279508497,-0.114522042,-1.632919639,0.959206794,-0.673652916,-2.433533102
65,4,7,-0.433533102,0.986686391,1.066805626,-0.080119235,-0.143841036,-0.024081015,-0.15,-0.15,0.075,0.09318232,0,-0.307272724,0.559016994,0.559016994,-0.279508497,-0.114522042,-0.015197484,0.812327704,-0.108358316,-2.433533102
65,5,7,-0.433533102,-0.725620921,-0.645501686,-0.080119235,-0.143841036,-0.024081015,-0.15,-0.15,0.075,0.09318232,0,-0.307272724,0.559016994,0.559016994,-0.279508497,-0.114522042,-0.166114266,0.946592607,0.709327728,-2.433533102
65,6,7,-0.433533102,-0.426234862,-0.346115627,-0.080119235,-0.143841036,-0.024081015,-0.15,-0.15,0.075,0.09318232,0,-0.307272724,0.559016994,0.559016994,-0.279508497,-0.114522042,-1.177875587,0.921611579,-0.471787646,-2.433533102
65,7,7,-0.433533102,-0.328072737,-0.247953502,-0.080119235,-0.143841036,-0.024081015,-0.15,-0.15,0.075,0.09318232,0,-0.307272724,0.559016994,0.559016994,-0.279508497,-0.114522042,-1.72394805,0.913565221,-1.07338759,-2.433533102
66,1,7,2.248534496,0.012585388,0.409837703,-0.397252315,-0.143841036,0.051566357,-0.15,-0.15,0.075,-0.027794151,0,-0.041644988,0.559016994,0.559016994,-0.279508497,-0.431155536,1.014348855,0.77005606,0.662523744,0.248534496
66,2,7,2.248534496,0.638878924,1.036131238,-0.397252315,-0.143841036,0.051566357,-0.15,-0.15,0.075,-0.027794151,0,-0.041644988,0.559016994,0.559016994,-0.279508497,-0.431155536,-0.104518534,0.765653859,-0.142806672,0.248534496
66,3,7,2.248534496,-0.5590848,-0.161832485,-0.397252315,-0.143841036,0.051566357,-0.15,-0.15,0.075,-0.027794151,0,-0.041644988,0.559016994,0.559016994,-0.279508497,-0.431155536,0.444436837,0.774096407,-0.193579541,0.248534496
66,4,7,2.248534496,-1.384793125,-0.98754081,-0.397252315,-0.143841036,0.051566357,-0.15,-0.15,0.075,-0.027794151,0,-0.041644988,0.559016994,0.559016994,-0.279508497,-0.431155536,1.596021528,0.779969651,0.544636538,0.248534496
66,5,7,2.248534496,0.581790908,0.979043223,-0.397252315,-0.143841036,0.051566357,-0.15,-0.15,0.075,-0.027794151,0,-0.041644988,0.559016994,0.559016994,-0.279508497,-0.431155536,0.193381452,0.766054084,0.126513738,0.248534496
66,6,7,2.248534496,-1.243930617,-0.846678302,-0.397252315,-0.143841036,0.051566357,-0.15,-0.15,0.075,-0.027794151,0,-0.041644988,0.559016994,0.559016994,-0.279508497,-0.431155536,1.38367043,0.778964556,0.402804457,0.248534496
66,7,7,2.248534496,1.124222087,1.521474401,-0.397252315,-0.143841036,0.051566357,-0.15,-0.15,0.075,-0.027794151,0,-0.041644988,0.559016994,0.559016994,-0.279508497,-0.431155536,-0.587568848,0.762259709,-0.382883016,0.248534496
67,1,6,0.852466698,-1.09019752,-0.813341097,-0.276856423,-0.143841036,-0.068522917,-0.15,-0.15,0.075,0.128213866,0,0.425435653,0.559016994,0.559016994,-0.279508497,0.202761627,-0.912781345,0.747991574,-1.068810191,-1.147533302
67,2,6,0.852466698,-0.177510266,0.099346157,-0.276856423,-0.143841036,-0.068522917,-0.15,-0.15,0.075,0.128213866,0,0.425435653,0.559016994,0.559016994,-0.279508497,0.202761627,-1.46551427,0.777326484,-2.099341224,-1.147533302
67,3,6,0.852466698,-0.869977706,-0.593121283,-0.276856423,-0.143841036,-0.068522917,-0.15,-0.15,0.075,0.128213866,0,0.425435653,0.559016994,0.559016994,-0.279508497,0.202761627,1.292901698,0.754966765,1.021586252,-1.147533302
67,4,6,0.852466698,0.550213152,0.827069576,-0.276856423,-0.143841036,-0.068522917,-0.15,-0.15,0.075,0.128213866,0,0.425435653,0.559016994,0.559016994,-0.279508497,0.202761627,0.674851097,0.801538629,-0.339944114,-1.147533302
67,5,6,0.852466698,-2.617513437,-2.340657014,-0.276856423,-0.143841036,-0.068522917,-0.15,-0.15,0.075,0.128213866,0,0.425435653,0.559016994,0.559016994,-0.279508497,0.202761627,-0.07582955,0.701357032,0.567702079,-1.147533302
67,6,6,0.852466698,-0.563313999,-0.286457576,-0.276856423,-0.143841036,-0.068522917,-0.15,-0.15,0.075,0.128213866,0,0.425435653,0.559016994,0.559016994,-0.279508497,0.202761627,0.353158626,0.764788448,-0.078697398,-1.147533302
68,1,7,-0.78620392,-0.146922723,-0.592844535,0.445921811,-0.143841036,-0.032267056,-0.15,-0.15,0.075,0.042627845,0,-0.217820457,0.559016994,0.559016994,-0.279508497,-0.229954309,-1.002354816,0.936352075,-0.421486796,-2.78620392
68,2,7,-0.78620392,-1.079223887,-1.525145698,0.445921811,-0.143841036,-0.032267056,-0.15,-0.15,0.075,0.042627845,0,-0.217820457,0.559016994,0.559016994,-0.279508497,-0.229954309,-0.832447547,1.093422705,0.260079808,-2.78620392
68,3,7,-0.78620392,-0.183968909,-0.629890721,0.445921811,-0.143841036,-0.032267056,-0.15,-0.15,0.075,0.042627845,0,-0.217820457,0.559016994,0.559016994,-0.279508497,-0.229954309,-1.11839261,0.942139849,-0.517193149,-2.78620392
68,4,7,-0.78620392,1.291083277,0.845161465,0.445921811,-0.143841036,-0.032267056,-0.15,-0.15,0.075,0.042627845,0,-0.217820457,0.559016994,0.559016994,-0.279508497,-0.229954309,0.07204479,0.737154354,-0.136284097,-2.78620392
68,5,7,-0.78620392,-0.546096569,-0.992018381,0.445921811,-0.143841036,-0.032267056,-0.15,-0.15,0.075,0.042627845,0,-0.217820457,0.559016994,0.559016994,-0.279508497,-0.229954309,0.237170845,1.000634036,1.037110805,-2.78620392
68,6,7,-0.78620392,-0.468265097,-0.914186908,0.445921811,-0.143841036,-0.032267056,-0.15,-0.15,0.075,0.042627845,0,-0.217820457,0.559016994,0.559016994,-0.279508497,-0.229954309,-2.065831487,0.987763034,-1.308606479,-2.78620392
68,7,7,-0.78620392,1.115521497,0.669599686,0.445921811,-0.143841036,-0.032267056,-0.15,-0.15,0.075,0.042627845,0,-0.217820457,0.559016994,0.559016994,-0.279508497,-0.229954309,-0.49852736,0.758998502,-0.610505597,-2.78620392
69,1,7,-0.021717401,-1.327703523,-0.8430626,-0.484640923,-0.143841036,0.074271379,-0.15,-0.15,0.075,0.180902405,0,0.461835393,0.559016994,0.559016994,-0.279508497,-0.056266835,-0.285516883,0.980805353,-0.039535499,-2.021717401
69,2,7,-0.021717401,-1.703600712,-1.218959789,-0.484640923,-0.143841036,0.074271379,-0.15,-0.15,0.075,0.180902405,0,0.461835393,0.559016994,0.559016994,-0.279508497,-0.056266835,-1.404046331,0.970071868,-0.966800805,-2.021717401
69,3,7,-0.021717401,0.355456572,0.840097495,-0.484640923,-0.143841036,0.074271379,-0.15,-0.15,0.075,0.180902405,0,0.461835393,0.559016994,0.559016994,-0.279508497,-0.056266835,-0.265424376,1.030342116,-0.875869113,-2.021717401
69,4,7,-0.021717401,0.143613633,0.628254556,-0.484640923,-0.143841036,0.074271379,-0.15,-0.15,0.075,0.180902405,0,0.461835393,0.559016994,0.559016994,-0.279508497,-0.056266835,2.503563626,1.023972318,2.000908888,-2.021717401
69,5,7,-0.021717401,0.731235241,1.215876164,-0.484640923,-0.143841036,0.074271379,-0.15,-0.15,0.075,0.180902405,0,0.461835393,0.559016994,0.559016994,-0.279508497,-0.056266835,-0.606535804,1.041738855,-1.408184378,-2.021717401
69,6,7,-0.021717401,-2.362469109,-1.877828186,-0.484640923,-0.143841036,0.074271379,-0.15,-0.15,0.075,0.180902405,0,0.461835393,0.559016994,0.559016994,-0.279508497,-0.056266835,-1.034528844,0.951540937,-0.262037664,-2.021717401
69,7,7,-0.021717401,0.207140983,0.691781906,-0.484640923,-0.143841036,0.074271379,-0.15,-0.15,0.075,0.180902405,0,0.461835393,0.559016994,0.559016994,-0.279508497,-0.056266835,-0.17162491,1.025878345,-0.706603656,-2.021717401
70,1,6,0.408552693,0.417256593,0.238722581,0.178534011,-0.143841036,0.047552872,-0.15,-0.15,0.075,0.038603578,0,-0.513075053,0.559016994,0.559016994,-0.279508497,0.306542489,0.768180958,0.832600311,0.852962812,-1.591447307
70,2,6,0.408552693,-1.038898638,-1.21743265,0.178534011,-0.143841036,0.047552872,-0.15,-0.15,0.075,0.038603578,0,-0.513075053,0.559016994,0.559016994,-0.279508497,0.306542489,-2.033741396,0.936496216,-0.854854689,-1.591447307
70,3,6,0.408552693,-1.252162438,-1.430696449,0.178534011,-0.143841036,0.047552872,-0.15,-0.15,0.075,0.038603578,0,-0.513075053,0.559016994,0.559016994,-0.279508497,0.306542489,-0.264391831,0.952764342,1.074733944,-1.591447307
70,4,6,0.408552693,0.180694734,0.002160722,0.178534011,-0.143841036,0.047552872,-0.15,-0.15,0.075,0.038603578,0,-0.513075053,0.559016994,0.559016994,-0.279508497,0.306542489,-0.995748342,0.848658828,-0.733222061,-1.591447307
70,5,6,0.408552693,-1.170223777,-1.348757788,0.178534011,-0.143841036,0.047552872,-0.15,-0.15,0.075,0.038603578,0,-0.513075053,0.559016994,0.559016994,-0.279508497,0.306542489,-3.756162797,0.946480756,-2.478602908,-1.591447307
70,6,6,0.408552693,0.134601819,-0.043932193,0.178534011,-0.143841036,0.047552872,-0.15,-0.15,0.075,0.038603578,0,-0.513075053,0.559016994,0.559016994,-0.279508497,0.306542489,0.594405872,0.85182362,0.891564781,-1.591447307
71,1,5,-1.688048536,-1.852590647,-2.178493371,0.325902724,-0.143841036,0.056642866,-0.15,-0.15,0.075,-0.264744455,0,-0.085560065,0.559016994,0.559016994,-0.279508497,0.255060278,-6.683121457,3.360347905,-3.362281638,-3.688048536
71,2,5,-1.688048536,-0.178248218,-0.504150941,0.325902724,-0.143841036,0.056642866,-0.15,-0.15,0.075,-0.264744455,0,-0.085560065,0.559016994,0.559016994,-0.279508497,0.255060278,-1.097134742,1.357496815,0.070666168,-3.688048536
71,3,5,-1.688048536,0.495151613,0.169248889,0.325902724,-0.143841036,0.056642866,-0.15,-0.15,0.075,-0.264744455,0,-0.085560065,0.559016994,0.559016994,-0.279508497,0.255060278,-0.0373523,0.942799829,0.264522973,-3.688048536
71,4,5,-1.688048536,0.005875722,-0.320027002,0.325902724,-0.143841036,0.056642866,-0.15,-0.15,0.075,-0.264744455,0,-0.085560065,0.559016994,0.559016994,-0.279508497,0.255060278,-0.416795457,1.228713003,0.514240263,-3.688048536
71,5,5,-1.688048536,-0.75300974,-1.078912464,0.325902724,-0.143841036,0.056642866,-0.15,-0.15,0.075,-0.264744455,0,-0.085560065,0.559016994,0.559016994,-0.279508497,0.255060278,-2.199881404,1.852967638,-0.292993973,-3.688048536
72,1,7,0.390877329,-0.585877138,-1.44642567,0.860548532,-0.143841036,-0.056891034,-0.15,-0.15,0.075,-0.024954985,0,-0.205768282,0.559016994,0.559016994,-0.279508497,0.104235492,-1.043050667,0.853639909,-0.65969556,-1.609122671
72,2,7,0.390877329,1.426830543,0.566282011,0.860548532,-0.143841036,-0.056891034,-0.15,-0.15,0.075,-0.024954985,0,-0.205768282,0.559016994,0.559016994,-0.279508497,0.104235492,1.464596046,0.636752058,0.732913209,-1.609122671
72,3,7,0.390877329,1.343849183,0.483300651,0.860548532,-0.143841036,-0.056891034,-0.15,-0.15,0.075,-0.024954985,0,-0.205768282,0.559016994,0.559016994,-0.279508497,0.104235492,1.090966798,0.64449411,0.405255548,-1.609122671
72,4,7,0.390877329,0.394838096,-0.465710436,0.860548532,-0.143841036,-0.056891034,-0.15,-0.15,0.075,-0.024954985,0,-0.205768282,0.559016994,0.559016994,-0.279508497,0.104235492,1.233680465,0.740021237,1.073720362,-1.609122671
72,5,7,0.390877329,1.013152209,0.152603677,0.860548532,-0.143841036,-0.056891034,-0.15,-0.15,0.075,-0.024954985,0,-0.205768282,0.559016994,0.559016994,-0.279508497,0.104235492,0.279834457,0.676294154,-0.222671017,-1.609122671
72,6,7,0.390877329,-1.716782317,-2.577330849,0.860548532,-0.143841036,-0.056891034,-0.15,-0.15,0.075,-0.024954985,0,-0.205768282,0.559016994,0.559016994,-0.279508497,0.104235492,-2.000988469,1.006479182,-0.991113079,-1.609122671
72,7,7,0.390877329,0.595128207,-0.265420325,0.860548532,-0.143841036,-0.056891034,-0.15,-0.15,0.075,-0.024954985,0,-0.205768282,0.559016994,0.559016994,-0.279508497,0.104235492,0.035344643,0.718746553,-0.235575973,-1.609122671
73,1,5,0.014190679,0.724251711,0.010953033,0.713298678,-0.143841036,-0.073874363,-0.15,-0.15,0.075,0.140771526,0,0.327300421,0.559016994,0.559016994,-0.279508497,-0.392507336,-1.190028532,0.721647352,-1.923034976,-1.985809321
73,2,5,0.014190679,0.397152495,-0.316146183,0.713298678,-0.143841036,-0.073874363,-0.15,-0.15,0.075,0.140771526,0,0.327300421,0.559016994,0.559016994,-0.279508497,-0.392507336,2.180896002,0.723577083,1.501057326,-1.985809321
73,3,5,0.014190679,1.161571636,0.448272958,0.713298678,-0.143841036,-0.073874363,-0.15,-0.15,0.075,0.140771526,0,0.327300421,0.559016994,0.559016994,-0.279508497,-0.392507336,1.66123919,0.719075408,0.857149347,-1.985809321
73,4,5,0.014190679,-0.501378992,-1.21467767,0.713298678,-0.143841036,-0.073874363,-0.15,-0.15,0.075,0.140771526,0,0.327300421,0.559016994,0.559016994,-0.279508497,-0.392507336,-0.098992535,0.728904593,-0.632780989,-1.985809321
73,5,5,0.014190679,-0.403804657,-1.117103335,0.713298678,-0.143841036,-0.073874363,-0.15,-0.15,0.075,0.140771526,0,0.327300421,0.559016994,0.559016994,-0.279508497,-0.392507336,0.136127942,0.728324169,-0.413520561,-1.985809321
74,1,7,0.877705588,1.468535529,1.917846228,-0.449310699,-0.143841036,0.051491001,-0.15,-0.15,0.075,0.032363457,0,-0.027747228,0.559016994,0.559016994,-0.279508497,0.231643512,1.941863477,0.808895969,0.854553082,-1.122294412
74,2,7,0.877705588,1.767471698,2.216782397,-0.449310699,-0.143841036,0.051491001,-0.15,-0.15,0.075,0.032363457,0,-0.027747228,0.559016994,0.559016994,-0.279508497,0.231643512,0.838531754,0.796464729,-0.411798799,-1.122294412
74,3,7,0.877705588,-1.591001318,-1.141690619,-0.449310699,-0.143841036,0.051491001,-0.15,-0.15,0.075,0.032363457,0,-0.027747228,0.559016994,0.559016994,-0.279508497,0.231643512,0.174783965,0.947835259,0.755944066,-1.122294412
74,4,7,0.877705588,-0.025616115,0.423694584,-0.449310699,-0.143841036,0.051491001,-0.15,-0.15,0.075,0.032363457,0,-0.027747228,0.559016994,0.559016994,-0.279508497,0.231643512,-1.509830098,0.873999896,-1.782328298,-1.122294412
74,5,7,0.877705588,0.937133891,1.38644459,-0.449310699,-0.143841036,0.051491001,-0.15,-0.15,0.075,0.032363457,0,-0.027747228,0.559016994,0.559016994,-0.279508497,0.231643512,0.332901582,0.831475226,-0.464617254,-1.122294412
74,6,7,0.877705588,-0.90788074,-0.458570041,-0.449310699,-0.143841036,0.051491001,-0.15,-0.15,0.075,0.032363457,0,-0.027747228,0.559016994,0.559016994,-0.279508497,0.231643512,-0.592276229,0.914876581,-0.383645236,-1.122294412
74,7,7,0.877705588,-1.444379028,-0.995068329,-0.449310699,-0.143841036,0.051491001,-0.15,-0.15,0.075,0.032363457,0,-0.027747228,0.559016994,0.559016994,-0.279508497,0.231643512,-2.03754491,0.940662496,-1.536342978,-1.122294412
75,1,8,-0.212440445,2.235955224,2.022928937,0.213026287,-0.143841036,0.054802163,-0.15,-0.15,0.075,-0.002481771,0,-0.065888861,0.559016994,0.559016994,-0.279508497,0.160842139,1.53968774,0.643753138,-0.012311136,-2.212440445
75,2,8,-0.212440445,0.994626983,0.781600697,0.213026287,-0.143841036,0.054802163,-0.15,-0.15,0.075,-0.002481771,0,-0.065888861,0.559016994,0.559016994,-0.279508497,0.160842139,2.147300538,0.793436395,1.56259185,-2.212440445
75,3,8,-0.212440445,-0.238023726,-0.451050013,0.213026287,-0.143841036,0.054802163,-0.15,-0.15,0.075,-0.002481771,0,-0.065888861,0.559016994,0.559016994,-0.279508497,0.160842139,-0.432159519,0.976495369,-0.056339881,-2.212440445
75,4,8,-0.212440445,0.430800205,0.217773918,0.213026287,-0.143841036,0.054802163,-0.15,-0.15,0.075,-0.002481771,0,-0.065888861,0.559016994,0.559016994,-0.279508497,0.160842139,0.678049244,0.872471646,0.532695832,-2.212440445
75,5,8,-0.212440445,1.099040746,0.88601446,0.213026287,-0.143841036,0.054802163,-0.15,-0.15,0.075,-0.002481771,0,-0.065888861,0.559016994,0.559016994,-0.279508497,0.160842139,1.145216077,0.779605916,0.479144213,-2.212440445
75,6,8,-0.212440445,1.265346008,1.052319721,0.213026287,-0.143841036,0.054802163,-0.15,-0.15,0.075,-0.002481771,0,-0.065888861,0.559016994,0.559016994,-0.279508497,0.160842139,0.493018736,0.758073455,-0.302644515,-2.212440445
75,7,8,-0.212440445,-0.083763504,-0.296789791,0.213026287,-0.143841036,0.054802163,-0.15,-0.15,0.075,-0.002481771,0,-0.065888861,0.559016994,0.559016994,-0.279508497,0.160842139,-2.126371598,0.951453012,-1.870757393,-2.212440445
75,8,8,-0.212440445,0.174995352,-0.038030935,0.213026287,-0.143841036,0.054802163,-0.15,-0.15,0.075,-0.002481771,0,-0.065888861,0.559016994,0.559016994,-0.279508497,0.160842139,-0.618673829,0.910880287,-0.564694369,-2.212440445
76,1,9,-0.074890326,0.081352905,0.097204572,-0.015851667,-0.143841036,-0.107798485,-0.15,-0.15,0.075,-0.086455699,0,0.26703386,0.559016994,0.559016994,-0.279508497,-0.611940333,-0.389949885,0.7669733,-0.617677767,-2.074890326
76,2,9,-0.074890326,-0.352340208,-0.336488541,-0.015851667,-0.143841036,-0.107798485,-0.15,-0.15,0.075,-0.086455699,0,0.26703386,0.559016994,0.559016994,-0.279508497,-0.611940333,0.805005373,0.851872744,0.563403278,-2.074890326
76,3,9,-0.074890326,0.248453301,0.264304968,-0.015851667,-0.143841036,-0.107798485,-0.15,-0.15,0.075,-0.086455699,0,0.26703386,0.559016994,0.559016994,-0.279508497,-0.611940333,1.97148981,0.736568017,1.749107613,-2.074890326
76,4,9,-0.074890326,0.714552659,0.730404326,-0.015851667,-0.143841036,-0.107798485,-0.15,-0.15,0.075,-0.086455699,0,0.26703386,0.559016994,0.559016994,-0.279508497,-0.611940333,0.750526844,0.657978173,0.543055564,-2.074890326
76,5,9,-0.074890326,-1.318715599,-1.302863932,-0.015851667,-0.143841036,-0.107798485,-0.15,-0.15,0.075,-0.086455699,0,0.26703386,0.559016994,0.559016994,-0.279508497,-0.611940333,-0.263105854,1.076392052,-0.535623126,-2.074890326
76,6,9,-0.074890326,-0.327276785,-0.311425118,-0.015851667,-0.143841036,-0.107798485,-0.15,-0.15,0.075,-0.086455699,0,0.26703386,0.559016994,0.559016994,-0.279508497,-0.611940333,0.080160901,0.846719939,-0.160639395,-2.074890326
76,7,9,-0.074890326,-0.099445034,-0.083593367,-0.015851667,-0.143841036,-0.107798485,-0.15,-0.15,0.075,-0.086455699,0,0.26703386,0.559016994,0.559016994,-0.279508497,-0.611940333,-0.450929781,0.801286206,-0.684441544,-2.074890326
76,8,9,-0.074890326,-0.391651974,-0.375800307,-0.015851667,-0.143841036,-0.107798485,-0.15,-0.15,0.075,-0.086455699,0,0.26703386,0.559016994,0.559016994,-0.279508497,-0.611940333,0.003596739,0.860018113,-0.239262973,-2.074890326
76,9,9,-0.074890326,0.314512595,0.330364262,-0.015851667,-0.143841036,-0.107798485,-0.15,-0.15,0.075,-0.086455699,0,0.26703386,0.559016994,0.559016994,-0.279508497,-0.611940333,2.383315888,0.724883134,2.163046984,-2.074890326
